Nome do Produto,Categoria,Descrição,Preço Base (R$),Imposto de Importação (%),ICMS (%),IPI (%),Preço Final c/ Impostos (R$)
Mousepad Non 2246,Mousepad,"Mousepad com desempenho confiável, ideal para setups gamers e profissionais.","R$ 151,31","17,06","15,12","2,23","R$ 203,38"
Headset Fugiat 8447,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.","R$ 225,80","18,97","13,91","5,89","R$ 313,34"
Headset Animi 4903,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.","R$ 634,35","12,61","15,06","7,35","R$ 856,50"
Headset Necessitatibus 9223,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.","R$ 369,81","17,24","14,21","10,11","R$ 523,50"
Headset Nam 6825,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.","R$ 625,33","16,95","16,35","10,32","R$ 898,10"
Headset Porro 437,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.","R$ 637,22","8,98","15,93","14,58","R$ 888,86"
Headset Maiores 9478,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.","R$ 619,87","15,82","15,5","2,56","R$ 829,88"
Headset Ratione 6230,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.","R$ 233,00","15,21","12,19","14,22","R$ 329,97"
Headset Consequuntur 1801,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.","R$ 271,71","11,62","14,51","6,19","R$ 359,53"
Headset Optio 3341,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.","R$ 469,34","16,62","17,52","13,09","R$ 691,01"
Headset In 1021,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.","R$ 735,20","12,78","15,37","14,97","R$ 1.052,22"
Headset Eos 7838,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.","R$ 572,93","9,71","13,04","13,68","R$ 781,65"
Headset Sed 5609,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.","R$ 591,65","15,14","17,21","10,21","R$ 843,46"
Headset Facilis 4332,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.","R$ 649,07","7,88","13,48","8,37","R$ 842,04"
Headset Natus 3685,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.","R$ 947,34","19,73","16,63","10,57","R$ 1.391,93"
Headset Quos 8012,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.","R$ 385,34","10,23","17,6","11,93","R$ 538,55"
Headset Iure 4481,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.","R$ 359,01","13,6","15,26","13,44","R$ 510,87"
Headset Illum 6465,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.","R$ 836,54","19,32","16,83","4,36","R$ 1.175,42"
Headset Praesentium 4713,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.","R$ 959,78","6,19","17,54","9,84","R$ 1.281,98"
Headset Incidunt 7850,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.","R$ 292,59","17,42","13,63","8,43","R$ 408,10"
Headset Placeat 4451,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.","R$ 223,55","14,24","15,52","3,64","R$ 298,22"
Headset Occaecati 8701,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.","R$ 303,10","8,49","12,6","4,95","R$ 382,03"
Headset Corporis 7740,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.","R$ 190,49","16,56","12,03","8,26","R$ 260,69"
Headset Iste 2588,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.","R$ 466,22","19,03","17,27","7,16","R$ 668,84"
Headset Dolores 3268,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.","R$ 780,32","9,31","13,71","0,89","R$ 966,89"
Headset Eligendi 1466,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.","R$ 687,07","8,48","16,43","12,75","R$ 945,82"
Webcam Aperiam 612,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.","R$ 556,61","7,63","17,29","2,64","R$ 710,01"
Webcam Quam 596,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.","R$ 598,59","10,95","14,97","14,05","R$ 837,85"
Webcam Inventore 4743,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.","R$ 538,37","5,14","15,41","1,61","R$ 657,67"
Webcam Tempora 5490,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.","R$ 242,28","19,84","15,26","7,41","R$ 345,27"
Webcam Est 2199,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.","R$ 525,53","12,02","13,16","1,69","R$ 666,74"
Webcam Doloremque 2663,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.","R$ 465,56","14,72","16,31","0,21","R$ 611,00"
Webcam Voluptates 5524,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.","R$ 495,38","13,52","16,54","2,63","R$ 657,32"
Webcam Minima 6644,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.","R$ 513,49","12,73","12,52","10,04","R$ 694,70"
Webcam Libero 3028,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.","R$ 590,84","12,16","17,61","0,1","R$ 767,32"
Webcam Repellendus 6285,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.","R$ 217,76","16,31","17,72","4,53","R$ 301,73"
Webcam Consequuntur 9387,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.","R$ 105,72","14,81","16,16","0,93","R$ 139,44"
Webcam Corrupti 1937,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.","R$ 332,70","7,4","16,12","13,85","R$ 457,03"
Webcam Optio 5096,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.","R$ 445,15","14,58","17,64","5,51","R$ 613,11"
Webcam Cupiditate 3619,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.","R$ 209,56",7,"12,92","11,22","R$ 274,82"
Webcam Itaque 9925,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.","R$ 286,81","15,53","17,48","11,36","R$ 414,07"
Webcam Aut 3579,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.","R$ 480,93","15,21","15,57","11,81","R$ 685,76"
Webcam Qui 8610,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.","R$ 323,37","15,56","12,47","8,46","R$ 441,37"
Webcam Dolore 1012,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.","R$ 514,39","18,54","13,21","8,05","R$ 719,12"
Webcam Sit 2696,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.","R$ 264,06","12,81","12,7","3,08","R$ 339,55"
Webcam Molestias 9555,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.","R$ 344,41","18,48","14,67","0,83","R$ 461,44"
Webcam Accusantium 2162,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.","R$ 356,62","11,85","12,35","6,94","R$ 467,67"
Webcam Molestias 5050,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.","R$ 461,64","10,94","16,9","11,19","R$ 641,82"
Webcam Iusto 9476,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.","R$ 136,51","11,36","16,2","8,12","R$ 185,22"
Webcam Sed 988,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.","R$ 567,29","6,04","17,6","0,48","R$ 704,12"
Webcam Neque 6699,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.","R$ 189,99","7,03","15,85","10,94","R$ 254,24"
Caixa de Som Magnam 6888,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.","R$ 324,68","18,37","14,69","13,76","R$ 476,70"
Caixa de Som Voluptate 6185,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.","R$ 325,39","15,24","15,97","8,09","R$ 453,27"
Caixa de Som Voluptate 5698,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.","R$ 171,18","19,89","14,36","1,91","R$ 233,08"
Caixa de Som Non 3649,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.","R$ 600,89","16,34","17,87","6,95","R$ 848,22"
Caixa de Som In 8921,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.","R$ 354,48","10,69","13,38","6,91","R$ 464,30"
Caixa de Som Voluptatibus 2542,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.","R$ 265,39","19,06","16,35","1,69","R$ 363,85"
Caixa de Som Dolorem 6869,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.","R$ 468,95","19,04","17,33","3,61","R$ 656,44"
Caixa de Som Minus 1103,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.","R$ 160,54","5,5","15,59","10,55","R$ 211,33"
Caixa de Som Corporis 798,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.","R$ 246,84","5,66","14,63","8,1","R$ 316,92"
Caixa de Som Maiores 925,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.","R$ 184,08","19,9","13,4","13,75","R$ 270,69"
Caixa de Som Vitae 9439,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.","R$ 291,34","13,97","16,04","4,81","R$ 392,78"
Caixa de Som Veritatis 4945,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.","R$ 625,75","19,79","15,13","6,2","R$ 883,06"
Caixa de Som Fugiat 4509,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.","R$ 136,57","19,23","17,28","13,67","R$ 205,10"
Caixa de Som Cupiditate 7000,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.","R$ 433,51","5,7","14,07","9,65","R$ 561,05"
Caixa de Som Optio 6245,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.","R$ 571,48","9,78","14,5","2,24","R$ 723,04"
Caixa de Som Sapiente 6168,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.","R$ 210,33","13,07","13,45","3,38","R$ 273,22"
Caixa de Som Suscipit 2366,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.","R$ 583,47","18,72","15,37","14,52","R$ 867,09"
Caixa de Som Odit 9131,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.","R$ 418,00","10,83","13,53","4,95","R$ 540,52"
Caixa de Som Expedita 1296,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.","R$ 653,34","17,71","12,55","10,87","R$ 922,06"
Caixa de Som Tempore 3121,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.","R$ 130,92","10,66","15,63","0,59","R$ 166,11"
Caixa de Som Architecto 1193,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.","R$ 212,90","16,43","16,35","8,38","R$ 300,53"
Caixa de Som Temporibus 7855,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.","R$ 225,33","18,61","13,82","13,63","R$ 329,12"
Caixa de Som Sint 3471,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.","R$ 662,30","19,43","12,7","14,99","R$ 974,38"
Caixa de Som Deserunt 7847,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.","R$ 648,66","15,43","16,22","5,95","R$ 892,56"
Caixa de Som Eligendi 3922,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.","R$ 431,25","16,63","14,28",8,"R$ 599,05"
Estabilizador Reiciendis 5887,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.","R$ 288,79","10,39","17,3","6,99","R$ 388,94"
Estabilizador Laboriosam 7693,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.","R$ 492,73","9,8","13,22","4,69","R$ 629,27"
Estabilizador Veritatis 750,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.","R$ 403,14","8,32","12,88","3,91","R$ 504,37"
Estabilizador Fugit 9569,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.","R$ 410,61","11,26","12,91","4,95","R$ 530,18"
Estabilizador Dolorem 6224,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.","R$ 406,41","8,69","15,3","14,15","R$ 561,41"
Estabilizador Magnam 5531,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.","R$ 265,80","17,32","17,8","9,63","R$ 384,75"
Estabilizador In 8038,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.","R$ 357,37","15,99","14,11","2,1","R$ 472,44"
Estabilizador Earum 8955,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.","R$ 369,74","18,75","15,25","9,63","R$ 531,06"
Estabilizador Aliquid 963,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.","R$ 385,77","17,59","12,45","12,27","R$ 548,99"
Estabilizador Pariatur 795,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.","R$ 493,95","11,19","17,06","3,47","R$ 650,63"
Estabilizador Culpa 2475,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.","R$ 154,11","12,59","14,24","9,27","R$ 209,74"
Estabilizador Quae 7917,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.","R$ 446,68","5,24","15,19","6,17","R$ 565,50"
Estabilizador Doloribus 275,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.","R$ 388,24","9,12","17,86","0,26","R$ 494,00"
Estabilizador Sit 7055,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.","R$ 512,78","18,65","12,64","1,44","R$ 680,61"
Estabilizador Et 2440,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.","R$ 258,44","14,3","13,51","5,32","R$ 344,06"
Estabilizador Cumque 6503,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.","R$ 185,56","19,39","14,75","3,65","R$ 255,68"
Estabilizador Ipsa 3701,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.","R$ 284,99","17,42","12,48","14,88","R$ 412,61"
Estabilizador Repellat 520,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.","R$ 192,08","10,69","15,32","0,84","R$ 243,65"
Estabilizador In 155,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.","R$ 466,28","6,24","17,07","9,67","R$ 620,06"
Estabilizador Nemo 5428,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.","R$ 404,64","17,87","12,57","7,92","R$ 559,86"
Estabilizador Perspiciatis 698,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.","R$ 253,39","18,52","16,15","8,5","R$ 362,78"
Estabilizador Quis 4442,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.","R$ 170,95","6,12","17,55","13,49","R$ 234,48"
Estabilizador Adipisci 9233,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.","R$ 446,15","7,69","17,1","0,23","R$ 557,78"
Estabilizador Dolore 3395,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.","R$ 414,17","16,28","16,28","5,97","R$ 573,75"
Estabilizador Natus 1261,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.","R$ 284,67","13,46","15,4","12,74","R$ 403,09"
No-break Omnis 8857,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.","R$ 930,77","16,33","12,84","14,83","R$ 1.340,31"
No-break Facilis 1285,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.201,27","19,61","12,32","6,56","R$ 1.663,64"
No-break Pariatur 1246,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.","R$ 944,95","16,54","17,73","5,95","R$ 1.325,01"
No-break Hic 5348,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.","R$ 447,40","9,1","17,96","7,36","R$ 601,40"
No-break Adipisci 5830,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.284,86","10,63","13,11","8,79","R$ 1.702,82"
No-break Laudantium 6228,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.","R$ 537,11","14,28","16,79","10,7","R$ 761,46"
No-break Iusto 1345,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.","R$ 828,76","10,7","16,7","2,31","R$ 1.074,98"
No-break Accusamus 6384,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.","R$ 906,69","6,6","12,03","4,62","R$ 1.117,50"
No-break Ea 5897,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.618,15","6,53","12,52","6,46","R$ 2.030,94"
No-break Eum 9126,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.287,58","11,12","12,16","5,31","R$ 1.655,70"
No-break Nam 1525,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.355,08","16,77","17,18","0,19","R$ 1.817,70"
No-break Veritatis 6780,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.020,48","6,27","17,41","13,58","R$ 1.400,71"
No-break Consequuntur 3978,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.315,14","7,54","14,28","2,08","R$ 1.629,46"
No-break Officiis 4934,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.","R$ 829,45","7,19",13,"4,14","R$ 1.031,26"
No-break Nam 4912,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.174,77","6,15","13,51","3,7","R$ 1.449,20"
No-break Iusto 8124,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.350,09","7,93","12,64","4,57","R$ 1.689,50"
No-break Eaque 6484,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.","R$ 931,55","14,3","16,82","4,94","R$ 1.267,47"
No-break Repellat 5485,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.088,99","17,35","15,91","8,92","R$ 1.548,33"
No-break Quidem 4923,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.","R$ 913,06","19,21","13,21","4,71","R$ 1.252,08"
No-break Quibusdam 6525,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.949,96","9,37","16,17","7,37","R$ 2.591,69"
No-break Sit 9436,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.651,16","9,89","13,68","11,79","R$ 2.235,01"
No-break Vero 5981,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.","R$ 582,22","13,46","15,55","8,18","R$ 798,75"
No-break Itaque 9013,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.","R$ 443,07","15,91","17,66","3,14","R$ 605,72"
No-break In 4774,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.","R$ 1.730,05","6,04","17,09","11,93","R$ 2.336,61"
No-break Dolores 8181,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.","R$ 622,69","9,54","13,52","2,31","R$ 780,67"
Controlador RGB Non 6933,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 247,27","6,11","17,94","7,19","R$ 324,52"
Controlador RGB Qui 6567,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 183,59","18,85","17,22","6,27","R$ 261,32"
Controlador RGB Aliquid 603,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 247,68","10,39","17,37","8,05","R$ 336,37"
Controlador RGB Tenetur 1393,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 77,34","8,72","15,99","2,5","R$ 98,38"
Controlador RGB Repellat 726,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 190,81","14,68","15,88","14,5","R$ 276,79"
Controlador RGB Necessitatibus 5433,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 291,43","11,46","12,06","3,88","R$ 371,28"
Controlador RGB Nemo 8367,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 236,71","13,37","16,13","3,32","R$ 314,40"
Controlador RGB Consectetur 6130,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 147,78","16,59","15,53","7,51","R$ 206,35"
Controlador RGB Dolorem 5652,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 299,43","12,24","13,77","13,81","R$ 418,66"
Controlador RGB Quasi 1407,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 79,02","19,11","12,85","4,68","R$ 107,97"
Controlador RGB Adipisci 7461,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 246,07","12,82","14,09","1,46","R$ 315,88"
Controlador RGB Tempore 7413,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 129,73","9,5","16,86","1,73","R$ 166,17"
Controlador RGB Pariatur 5621,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 211,99","15,16","12,99","14,76","R$ 302,95"
Controlador RGB Omnis 3997,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 179,00","13,28","13,99","6,4","R$ 239,27"
Controlador RGB Blanditiis 7571,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 107,96","11,08","13,11","9,61","R$ 144,45"
Controlador RGB Dolore 7081,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 148,90","16,06","17,3","6,74","R$ 208,61"
Controlador RGB Voluptates 7038,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 147,21","15,57","13,23","11,28","R$ 206,21"
Controlador RGB Libero 1026,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 194,34","16,99","15,22","5,49","R$ 267,61"
Controlador RGB Autem 3229,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 164,39","8,94","17,18","7,92","R$ 220,35"
Controlador RGB Fugit 5135,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 199,24","14,17","15,52","5,22","R$ 268,79"
Controlador RGB Architecto 7502,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 204,34","17,21","16,24","4,46","R$ 281,81"
Controlador RGB Eligendi 9670,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 71,19","7,01","12,71","4,58","R$ 88,49"
Controlador RGB Eligendi 3000,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 143,33","7,12","14,33","8,95","R$ 186,90"
Controlador RGB Quisquam 9418,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 145,93","7,79","15,81","10,4","R$ 195,55"
Controlador RGB Delectus 2839,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 188,73","12,34","12,84","4,72","R$ 245,16"
Suporte Monitor Natus 7390,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 278,21","17,98","17,71","7,27","R$ 397,73"
Suporte Monitor Eum 3197,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 340,87","19,46","15,03","7,42","R$ 483,73"
Suporte Monitor Quia 8057,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 213,00","17,6","14,93","1,24","R$ 284,93"
Suporte Monitor Alias 506,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 334,68","8,31","12,2","3,37","R$ 414,60"
Suporte Monitor Iusto 4730,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 133,83","11,86","16,46","11,49","R$ 187,11"
Suporte Monitor Et 9007,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 243,46","13,59","13,61","8,15","R$ 329,52"
Suporte Monitor Vitae 6011,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 253,45","16,35","16,56","6,62","R$ 353,64"
Suporte Monitor Dicta 3581,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 396,73","6,54","16,98","11,27","R$ 534,75"
Suporte Monitor Vero 4878,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 359,94","5,48","13,58","12,93","R$ 475,08"
Suporte Monitor A 1426,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 220,50","19,91","16,65","3,55","R$ 308,94"
Suporte Monitor Doloribus 9633,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 300,52","17,92","15,66","6,42","R$ 420,73"
Suporte Monitor Est 2282,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 331,15","17,2","16,83","8,55","R$ 472,15"
Suporte Monitor Nihil 8721,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 169,95","13,08","13,94","10,56","R$ 233,82"
Suporte Monitor Officia 4741,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 263,28","19,29","15,09","13,5","R$ 389,34"
Suporte Monitor Saepe 1561,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 123,39","16,25","14,47","0,89","R$ 162,39"
Suporte Monitor Occaecati 4544,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 357,46","6,9","17,2","3,75","R$ 457,01"
Suporte Monitor Similique 5278,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 345,11","16,42","16,06","7,34","R$ 482,53"
Suporte Monitor Maxime 9461,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 282,37","14,42","14,25","1,13","R$ 366,52"
Suporte Monitor Iusto 1526,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 208,91","16,25","16,17","13,16","R$ 304,13"
Suporte Monitor Vitae 7450,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 384,08","9,91","12,01","11,61","R$ 512,86"
Suporte Monitor Maxime 1527,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 313,90","11,88","15,98","5,37","R$ 418,21"
Suporte Monitor Asperiores 1038,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 334,62","10,97","17,81","12,37","R$ 472,32"
